brand,model,serie,reference,watch_type,second_watch_type,url,price_usd,msrp_eur,launch_price_eur,availability,quantity_produced,limited_edition_name,launch_date,case_material,bottom_case_material,diameter_mm,thickness_with_crystal_mm,thickness_without_crystal_mm,lug_to_lug_mm,case_shape,case_coating_pvd_dlc,case_finishing,drill_lugs_on_case,dial_color,dial_material,dial_type,dial_pattern,indices_type,hands_types,full_lume,lume_1,lume_2,color_match_date_wheel,movement,winding,power_reserve_hour,mph,hacking,manual_winding,complication_chronograph,complication_date,complication_dual_time,complication_flying_tourbillon,complication_gmt,complication_jump_hour,complication_power_reserve,complication_small_second,complication_sub_24_hour,complication_sub_second,complication_2nd_bezel_timezone,complication_moonphase,complication_world_time_zone,complication_alarm,complication_chronoscope,crystal_material,crystal_type_shape,inner_coating,outside_coating,bezel_insert_material,external_bezel_material,bezel_type,uni_bi_direction_bezel,number_of_clicks,internal_bezel,main_crown_type,other_crowns_function,strap_1_material,strap_2_material,strap_3_material,width_mm,bracelet_tapper_to_clasp_mm,bracelet_type,bracelet_links_type,bracelet_finishing,strap_bracelet_attachment_system,clasp_type,clasp_material,waterproofing_meters,warranty_year,brand_country,made_in,assembled_in,country,waterproofing,specific_info_from_brand,main_image,brand_website
Boldr,Odyssey,45,Silver Wave,Diver,No,https://www.extropian.co/watches/boldr-odyssey-45-silver-wave,649,,,Yes,200,No,-,316L Stainless Steel,316L Stainless Steel,45.5,16.2,-,52,Round,No,Brushed,No,Silver,-,Sector,Textured,Applied,-,No,-,-,No,Miyota 9015,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Sapphire,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,Chronograph,316L Stainless Steel,No,No,22,-,-,-,Brushed,Quick Release Spring-bars,-,316L Stainless Steel,500,2.5,Singapore,-,-,Singapore,500,Helium Escape Valve,https://extropian.b-cdn.net/data/brand_images/Boldr-Odyssey-45-Silver Wave-b3f5?optimizer=image&quality=100,https://www.boldrsupply.co
Baltic Watches,Aquascaphe,All,Black Cream,Diver,No,https://www.extropian.co/watches/baltic-watches-aquascaphe-all-black-cream,638,580,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel,39,12,10,47,Round,No,-,Yes,Black,-,Sandwich,Textured,Cut In,-,No,-,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Sapphire,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,No,No,20,-,Beads of Rice,-,-,Quick Release Spring-bars,-,316L Stainless Steel,200,2,France,-,France,France,200,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Aquascaphe-All-Black Cream-90b8?optimizer=image&quality=100,https://baltic-watches.com/en
Aevig,Huldra,Automatic Divewatch,b/b,Diver,No,https://www.extropian.co/watches/aevig-huldra-automatic-divewatch-b-b,715,650,,Yes,50,No,2019-12-15,316L Stainless Steel,316L Stainless Steel,42,12.5,-,46,Tonneau,No,Brushed & Polished,Yes,Blue,Copper,Plain,-,Applied,Sword,No,C3 X1,No,No,Miyota 90S5,Automatic,40,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,-,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Natural),No,22,18,Jubilee Style,Screws,Brushed & Polished,Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,200,2,Holland,-,China,Holland,200,-,https://extropian.b-cdn.net/data/brand_images/aevig-all-huldra-b-b-IzMz?optimizer=image&quality=100,https://aevig.com
Astor Banks,Sea Ranger,All,Polar Edition,-,No,https://www.extropian.co/watches/astor-banks-sea-ranger-all-polar-edition,850,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,40,13.8,12.5,45.5,Round,No,Brushed & Polished,Yes,White,-,Sector,-,Applied,-,No,BGW9,No,No,Sellita SW200-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Domed,Yes,No,Sapphire,316L Stainless Steel,12-Hour,Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Silicone),Nylon (NATO Style),20,16,-,Screws,Brushed,Spring-bars,Fliplock Deployant Micro Adjust,316L Stainless Steel,300,5,USA,-,USA,USA,300,-,https://extropian.b-cdn.net/data/brand_images/Astor Banks-Sea Ranger-All-Polar Edition-84ad?optimizer=image&quality=100,https://astorandbanks.com
Anordain,Model 1,ETA 2824,Green Fumé,Dress,No,https://www.extropian.co/watches/anordain-model-1-eta-2824-green-fum,,,,Discontinued,-,No,-,316L Stainless Steel,316L Stainless Steel,38,11,-,46,Round,No,Polished,No,Green,Silver,Plain,Enamel,Applied,Custom,No,-,No,No,ETA 2824-2,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Leather,No,No,18,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,Ghost Date Removed,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-ETA 2824-Green Fumé-e94b?optimizer=image&quality=100,https://anordain.com
Aquatico,Super Star Bronze Tritium Green Dial(SWISS MADE ETA2824-2),All,-,-,-,https://www.extropian.co/watches/aquatico-super-star-bronze-tritium-green-dial-swiss-made-eta2824-2-all,878,799,,Out of Stock,-,-,-,Bronze,316L Stainless Steel,42,14,14,22,-,-,Brushed,-,Green,-,-,-,-,-,No,-,-,-,Caliber  ETA28242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,Bronze,Bronze,-,-,-,-,-,-,Leather,-,-,22,-,-,-,-,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Star Bronze Tritium Green Dial(SWISS MADE ETA2824-2)-All---Rcr2?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Sea Star,Bronze - NH35 No Date,Black Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-nh35-no-date-black-dial,359,,,Yes,88,No,-,Bronze,316L Stainless Steel & Sapphire,42,-,14,50,Round,No,Brushed,Yes,Black,-,Plain,Matte,Applied,Sword,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Ceramic,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-black-ceramic-bezel-sea-star--copy-black-dial-IwMz?optimizer=image&quality=100,https://www.aquaticowatch.com
Atelier Wen,Porcelain Odyssey,All,Hao Purple Edition,Dress,No,https://www.extropian.co/watches/atelier-wen-porcelain-odyssey-all-hao-purple-edition,853,,,Sold Out,20,No,-,316L Stainless Steel,316L Stainless Steel,39,-,11.7,-,Round,No,Polished,No,White,Porcelain,Sector,-,Applied,Leaf,No,-,-,No,Peacock SL-3006,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Sapphire,Double Domed,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Leather (Salmon),No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,2,Hong Kong,-,-,Hong Kong,50,Ghost Date Removed,https://extropian.b-cdn.net/data/brand_images/Atelier Wen-Porcelain Odyssey-All-Hao Purple Edition-470d?optimizer=image&quality=100,https://atelierwen.com
Baltic Watches,Tricompax,All,X Tour Auto 2024 - LE,Rally Chronograph,No,https://www.extropian.co/watches/baltic-watches-tricompax-all-x-tour-auto-2024-le,2310,2100,,Yes,500,No,2024-04-22,316L Stainless Steel,316L Stainless Steel,39.5,13.5,11,47,Round,No,Brushed,Yes,Beige,-,Textured,Matte,Applied,Dauphine,No,BGW9,No,No,Sellita SW510 M,Handwind,63,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Aluminum,316L Stainless Steel,Tachymeter,Fixed,-,No,Push / Pull,Chronograph,316L Stainless Steel,Suede,No,20,16,Custom,Screws,Brushed & Polished,Quick Release Spring-bars,Deployant Double Pushers Micro Adjust,316L Stainless Steel,50,2,France,-,-,France,50,-,https://extropian.b-cdn.net/data/brand_images/baltic-watches-all-tricompax--copy-panda-kyMD?optimizer=image&quality=100,https://baltic-watches.com/en
Aquatico,Super Ocean Blue Dial (PT5000),All,-,-,-,https://www.extropian.co/watches/aquatico-super-ocean-blue-dial-pt5000-all,658,599,,Out of Stock,-,-,-,316L Stainless Steel,-,42,13,13,22,-,-,Brushed,-,Blue,-,-,-,-,-,No,-,-,-,Hong Kong PT5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,-,-,-,316L Stainless Steel,-,-,22,-,-,-,-,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Ocean Blue Dial (PT5000)-All---61Ne?optimizer=image&quality=100,https://www.aquaticowatch.com
Anordain,Model 2,Medium,Racing Green,Field,No,https://www.extropian.co/watches/anordain-model-2-medium-racing-green,1825,,,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,36,11,-,43,Round,No,Brushed,No,Green,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,18,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,-,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 2-Medium-Racing Green-01f0?optimizer=image&quality=100,https://anordain.com
Aquatico,Super Marine dive watch black dial (PT5000) (Left handed),All,-,-,-,https://www.extropian.co/watches/aquatico-super-marine-dive-watch-black-dial-pt5000-left-handed-all,504,459,,Yes,-,-,-,316L Stainless Steel,-,44,15.5,15.5,22,-,-,Brushed,-,Black,Steel,-,Brushed,-,-,No,-,-,-,HKPC PT5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,No,-,-,-,-,-,22,-,-,-,-,-,-,-,1000,1,-,-,-,-,1000,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Marine dive watch black dial (PT5000) (Left handed)-All---lYdd?optimizer=image&quality=100,https://www.aquaticowatch.com
Astor Banks,Sea Ranger,All,(Black),-,No,https://www.extropian.co/watches/astor-banks-sea-ranger-all-black,850,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,40,13.8,12.5,45.5,Round,No,Brushed & Polished,Yes,Black,-,Sector,-,Applied,-,No,BGW9,C3,No,Sellita SW200-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Sapphire,316L Stainless Steel,12-Hour,Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Silicone),Nylon (NATO Style),20,16,-,Screws,Brushed,Spring-bars,Fliplock Deployant Micro Adjust,316L Stainless Steel,300,5,USA,-,USA,USA,300,-,https://extropian.b-cdn.net/data/brand_images/Astor Banks-Sea Ranger-All-(Black)-0f03?optimizer=image&quality=100,https://astorandbanks.com
Aquatico,Sea Star V2 Blue Dial Ceramic Bezel Snowflake Hands Watch (NH35),All,-,-,-,https://www.extropian.co/watches/aquatico-sea-star-v2-blue-dial-ceramic-bezel-snowflake-hands-watch-nh35-all,394,359,,Out of Stock,-,-,-,316L Stainless Steel,316L Stainless Steel,42,13,13,24,-,-,Brushed,-,Blue,-,-,-,-,-,No,-,-,-,Seiko NH35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,-,-,-,316L Stainless Steel,-,-,24,-,-,-,Brushed,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Sea Star V2 Blue Dial Ceramic Bezel Snowflake Hands Watch (NH35)-All---Jpgr?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Super Marine dive watch black dial (SW 200-1)(Left handed),All,-,-,-,https://www.extropian.co/watches/aquatico-super-marine-dive-watch-black-dial-sw-200-1-left-handed-all,724,659,,Yes,-,-,-,316L Stainless Steel,-,44,15.5,15.5,22,-,-,Brushed,-,Black,Steel,-,Brushed,-,-,No,-,-,-,Sellita SW2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,No,-,-,-,-,-,22,-,-,-,-,-,-,-,1000,1,-,-,-,-,1000,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Marine dive watch black dial (SW 200-1)(Left handed)-All---fUr5?optimizer=image&quality=100,https://www.aquaticowatch.com
Baltic Watches,Aquascaphe,Bronze,Blue Gilt,Diver,No,https://www.extropian.co/watches/baltic-watches-aquascaphe-bronze-blue-gilt,687,625,,Yes,-,No,-,Bronze,316L Stainless Steel,39,12,10,47,Round,No,-,Yes,Blue,-,Plain,Sunburst,Painted,-,No,-,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,Bronze,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Rubber (Tropic),No,No,20,-,-,-,-,Spring-bars,-,Bronze,200,2,France,-,France,France,200,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Aquascaphe-Bronze-Blue Gilt-3123?optimizer=image&quality=100,https://baltic-watches.com/en
Baltic Watches,Hermétique,Glacier,Black - Limited Edition,Field,No,https://www.extropian.co/watches/baltic-watches-herm-tique-glacier-black-limited-edition,660,600,,Yes,200,No,2024-03-14,316L Stainless Steel,316L Stainless Steel,37,10.8,8.3,46,Round,No,Brushed & Polished,Yes,Black,-,Textured,Textured,Applied,Syringe,No,-,No,No,Miyota 9039,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Double Domed,-,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Rubber (Tropic),No,No,20,-,-,-,-,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,150,2,France,-,France,France,150,-,https://extropian.b-cdn.net/data/brand_images/baltic-watches-glacier-hermetique-black-limited-edition-U1MT?optimizer=image&quality=100,https://baltic-watches.com/en
Aquatico,Dolphin,38mm - NH35,Orange Dial,Diver,No,https://www.extropian.co/watches/aquatico-dolphin-38mm-nh35-orange-dial,299,,,Yes,-,No,-,316L Stainless Steel,316L Stainless Steel,38,-,12.5,45.5,Round,No,Brushed & Polished,No,Orange,-,Plain,Matte,Painted,Mercedes,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,316L Stainless Steel,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Silicone),No,20,-,Oyster Type,-,Brushed,Spring-bars,Fliplock Deployant Micro Adjust,316L Stainless Steel,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-38mm-nh35-dolphin--copy-cream-dial-UxOT?optimizer=image&quality=100,https://www.aquaticowatch.com
Boldr,Venture,Field Medic,III,Field Chronograph,No,https://www.extropian.co/watches/boldr-venture-field-medic-iii,319,,,Yes,-,No,-,Titanium,Titanium,38,12.2,12.2,44,Round,No,-,Yes,Blue,-,-,Sunburst,Painted,-,No,-,-,Yes,Seiko Meca-quartz VK64,Quartz,-,32MHz (Quartz),-,No,Yes,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Flat,Yes,No,No (Fixed),Titanium,Fixed,Fixed,-,No,Screwdown,Chronograph,Nylon (NATO Style),No,No,20,-,-,-,-,-,Pin Buckle,Titanium,200,2.5,Singapore,-,-,Singapore,200,-,https://extropian.b-cdn.net/data/brand_images/Boldr-Venture-Field Medic-III-9344?optimizer=image&quality=100,https://www.boldrsupply.co
Boldr,Odyssey,All,Carbon – Red,-,-,https://www.extropian.co/watches/boldr-odyssey-all-carbon-red,999,,,Sold Out,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,null,-,-,-,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://extropian.b-cdn.net/data/brand_images/Boldr-Odyssey-All-Metal Blue-4c7e?optimizer=image&quality=100,https://www.boldrsupply.co
Atelier Wen,Perception,All,Xia,Sport,No,https://www.extropian.co/watches/atelier-wen-perception-all-xia,3048,2771,,Discontinued,-,No,-,904L Stainless Steel,316L Stainless Steel & Sapphire,40,9.4,-,47,Custom,No,Brushed & Polished,No,Copper,Copper,Textured,Guilloché,Applied,Leaf,No,BGW9,No,No,Peacock Dandong SL-1588,Automatic,41,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,No (Fixed),904L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,904L Stainless Steel,No,No,20,19,H Link,Screws,Brushed & Polished,Quick Release Spring-bars,Deployant Double Pushers Micro Adjust,316L Stainless Steel,100,5,Hong Kong,-,-,Hong Kong,100,-,https://extropian.b-cdn.net/data/brand_images/Atelier Wen-Perception-All-Xia-af9a?optimizer=image&quality=100,https://atelierwen.com
Aquatico,Blue Angels,All,Grey Dial,Pilot,No,https://www.extropian.co/watches/aquatico-blue-angels-all-grey-dial,328,299,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel & Sapphire,40,-,11,49,Round,No,Brushed,No,Grey,-,Sector,Sunburst,Painted,Sword,No,BGW9,No,No,Seiko NH35A,Automatic,41,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,Leather,No,No,22,-,-,-,Brushed,Quick Release Spring-bars,Pin Buckle,316L Stainless Steel,100,1,Hong Kong,-,-,Hong Kong,100,-,https://extropian.b-cdn.net/data/brand_images/aquatico-all-blue-angels--copy-blue-dial-c0Mz?optimizer=image&quality=100,https://www.aquaticowatch.com
Aquatico,Poseidon Black Dial Black Ceramic Bezel Watch (NH35),All,-,-,-,https://www.extropian.co/watches/aquatico-poseidon-black-dial-black-ceramic-bezel-watch-nh35-all,394,359,,Out of Stock,-,-,-,316L Stainless Steel,-,44,15,15,22,-,-,Brushed,-,Black,-,-,-,-,-,No,-,-,-,Seiko NH35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,300,1,-,-,-,-,300,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Poseidon Black Dial Black Ceramic Bezel Watch (NH35)-All---gCtX?optimizer=image&quality=100,https://www.aquaticowatch.com
Anordain,Model 1,All,Pink,Dress,No,https://www.extropian.co/watches/anordain-model-1-all-pink,1632,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,38,11,-,46,Round,No,Polished,No,Pink,Enamel,Plain,-,Painted,Custom,No,-,No,No,ETA 2824-2,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,-,No,Leather,No,No,18,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,Ghost Date Removed,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-All-Pink-6b9e?optimizer=image&quality=100,https://anordain.com
Baltic Watches,Bicompax,002,Black,Chronograph,No,https://www.extropian.co/watches/baltic-watches-bicompax-002-black,660,600,,Yes,-,No,2022-12-01,316L Stainless Steel,316L Stainless Steel,38,12,-,47,Round,No,Brushed & Polished,Yes,Black,-,Sector,Brushed & Sandblasted,Painted,Leaf,No,-,No,No,Seagull ST1901,Handwind,42,21.600 / 3Hz / 6 Movements Per Second,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Acrylic,Boxed Flat,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,Chronograph,316L Stainless Steel,No,No,20,-,Beads of Rice,-,Brushed & Polished,-,-,316L Stainless Steel,50,2,France,-,France,France,50,-,https://extropian.b-cdn.net/data/brand_images/Baltic Watches-Bicompax-002-Black-b3da?optimizer=image&quality=100,https://baltic-watches.com/en
Aquatico,Sea Star,Bronze - SW200-1 No Date,Black Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-sw200-1-no-date-black-dial,599,,,Yes,88,No,-,Bronze,316L Stainless Steel & Sapphire,42,-,14,50,Round,No,Brushed,Yes,Black,-,Plain,Glossy,Applied,Sword,No,BGW9,No,No,Sellita SW200-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Ceramic,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-sw200-1-no-date-sea-star--copy-blue-dial-AwMz?optimizer=image&quality=100,https://www.aquaticowatch.com
Aevig,Huldra,Automatic Divewatch - Date,b/b,Diver,No,https://www.extropian.co/watches/aevig-huldra-automatic-divewatch-date-b-b,715,650,,Yes,50,No,2019-12-15,316L Stainless Steel,316L Stainless Steel,42,12.5,-,46,Tonneau,No,Brushed & Polished,Yes,Blue,-,Plain,Matte,Applied,Sword,No,C3 X1,No,No,Miyota 9015,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Double Domed,Yes,No,-,316L Stainless Steel,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,316L Stainless Steel,Rubber (Natural),No,22,18,Jubilee Style,Screws,Brushed,Spring-bars,Deployant Double Pushers Quick Adjust,316L Stainless Steel,200,2,Holland,-,China,Holland,200,-,https://extropian.b-cdn.net/data/brand_images/aevig--automatic-divewatch-date-huldra-b-b-I1OT?optimizer=image&quality=100,https://aevig.com
Anordain,Model 1,Sellita SW210 (hand wound) - Small,Iron Cream,Dress,No,https://www.extropian.co/watches/anordain-model-1-sellita-sw210-hand-wound-small-iron-cream,1695,,,Out of Stock,-,No,-,316L Stainless Steel,316L Stainless Steel,35,10.1,-,42,Round,No,Polished,No,Cream,Copper,Plain,Enamel,Painted,Custom,No,-,No,No,Sellita SW210-1,Handwind,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,-,Yes,No,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Push / Pull,No,Leather,No,No,16,-,-,-,-,Spring-bars,Pin Buckle,316L Stainless Steel,50,5,Scotland,-,Scotland,Scotland,50,-,https://extropian.b-cdn.net/data/brand_images/Anordain-Model 1-All-Pink-6b9e?optimizer=image&quality=100,https://anordain.com
Aquatico,Sea Star,Bronze - SW200-1 No Date,Blue Dial,Diver,No,https://www.extropian.co/watches/aquatico-sea-star-bronze-sw200-1-no-date-blue-dial,599,,,Yes,88,No,-,Bronze,316L Stainless Steel & Sapphire,42,-,14,50,Round,No,Brushed,Yes,Blue,-,Plain,Glossy,Applied,Sword,No,BGW9,No,No,Sellita SW200-1,Automatic,38,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,Yes,No,Ceramic,Bronze,Dive Count-Up (60mn),Uni,120,No,Screwdown,No,Leather,No,No,22,-,-,-,-,Spring-bars,Pin Buckle,Bronze,300,1,Hong Kong,-,-,Hong Kong,300,-,https://extropian.b-cdn.net/data/brand_images/aquatico-bronze-nh35-no-date-sea-star--copy-blue-dial-ExOT?optimizer=image&quality=100,https://www.aquaticowatch.com
Astor Banks,Fortitude,All,Mint Green,Dress,No,https://www.extropian.co/watches/astor-banks-fortitude-all-mint-green,650,,,Sold Out,-,No,-,316L Stainless Steel,316L Stainless Steel,38.5,11.9,-,46,Round,No,Brushed & Polished,Yes,Mint,-,Sector,-,Applied,-,No,C3 X1,No,Yes,Miyota 9015,Automatic,42,28.800 / 4Hz / 8 Movements Per Second,Yes,Yes,No,Date,No,No,No,No,No,No,No,No,No,No,No,No,No,Sapphire,Boxed Flat,-,-,No (Fixed),316L Stainless Steel,Fixed,Fixed,-,No,Screwdown,No,316L Stainless Steel,Suede,No,20,16,-,Screws,Brushed & Polished,Spring-bars,Fliplock Deployant Micro Adjust,316L Stainless Steel,200,5,USA,-,USA,USA,200,-,https://extropian.b-cdn.net/data/brand_images/Astor Banks-Fortitude-All-Mint Green-c434?optimizer=image&quality=100,https://astorandbanks.com
Aquatico,Super Marine dive watch blue dial (PT5000)(left handed),All,-,-,-,https://www.extropian.co/watches/aquatico-super-marine-dive-watch-blue-dial-pt5000-left-handed-all,504,459,,Yes,-,-,-,316L Stainless Steel,-,44,15.5,15.5,22,-,-,Brushed,-,Blue,Steel,-,Brushed,-,-,No,-,-,-,HKPC PT5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sapphire,-,No,-,316L Stainless Steel,316L Stainless Steel,-,-,-,No,-,-,-,-,-,22,-,-,-,-,-,-,-,1000,1,-,-,-,-,1000,-,https://extropian.b-cdn.net/data/brand_images/Aquatico-Super Marine dive watch blue dial (PT5000)(left handed)-All---GdJU?optimizer=image&quality=100,https://www.aquaticowatch.com
